text,label,prediction,is_correct,variety,source
"This is a good hotel and lodging place which is located in the market area of Surajkund, Meerut. You will find it difficult for your cars park, as the hotel has no private parking place. But the hotel inside is very quite and the rooms are very comfortable and good to stay. The washrooms toilets are also very clean. Their service was also good. We were three people and took a double-bed room and thanks to the manager that he provided a third bed in the same room.",1,1,True,en-IN,Google
This place is good but food quality is not good but in emergency you can eat and Chacke food cooked or not and try to eat fresh things to order and place is large to sit you can enjoy your birthday,1,0,False,en-IN,Google
Nice place for stay in haridwar. It is between Har Ki Pauri and Railway it's easy to move,1,1,True,en-IN,Google
It is one best cinema hall in Saharsa Almost neat and clean campus. But some sound quality issues. In 3d movie the 3d goggles are not good quality. But in a saharsa district it best cinema hall. Here i share some movie time picture,1,1,True,en-IN,Google
Hotel kafi clean hai hotel ka food bahut accha hai but staff should be friendly,1,1,True,en-IN,Google
"Ranna Ghar restaurant is located in Premtala, Silchar. It is a very renowned restaurant and the food is also very good, Hygienic and Tasty. They offers authentic bengali items in lunch and dinner. Overall the service of the restaurant is good.",1,1,True,en-IN,Google
"Some famous delicious idlis, I do not think they serve sambar here, only chutney.",1,1,True,en-IN,Google
Good Taste Quality is Appreciated and visibility from every side,1,1,True,en-IN,Google
"Good theater which is near the bus station, there are two screens screen, now renovation work is going on in screen 1, screen 2 is too good which is fully air conditioned but small size capacity around 150-200 only seated, need some importance in maintenance for toilets, the experience is really good to watch here, choose last three rows to feel better experience.",1,1,True,en-IN,Google
"Overall ambience wise good. Sound quality could be more crisp.( More bass for me). But worth visiting. But they should take care of restroom properly, smell comes outside also.",1,1,True,en-IN,Google
"Amazing bakery! Fresh concept for a place like Guna! Varieties, ambience and taste is a forte of this place! Plus you can get customised cake and can definitely rely on them without any hesitation! And also a friendly staff!",1,1,True,en-IN,Google
"I am very frequent buyer to this BIB since 8 Yrs. Recently price increased. Fresh items available. Fresh make bred available after Hrs. Cake prices also affordable than avadi bakeries. Best time to buy at PM. Red Velvet cake Super. 4stars only, because oil quality need to improve",0,1,False,en-IN,Google
"The food was very nice, I ordered chicken dum biryani and mint mojito which was nice. But I found the place a bit congested, and not a good decent one, being a girl I was not very comfortable, few group of boys were using abusive language management should look after all this.",1,0,False,en-IN,Google
"Minnah Bakery a local bakery shop where one can buy variety of biscuits and cookies. Also some based on different pattern which locals prefer, salt based. The shop is near Safa Kadal, Kak Sarai. Landmark: Dirish Kadal here the famous Sufi saints shrine is opposite to shop.",1,1,True,en-IN,Google
Actually it's a play ground club for various sport not hotel or restaurant so mark it,0,0,True,en-IN,Google
"Good experience as middle class me not higher amount but lesser, but the quality and taste is very nice",1,1,True,en-IN,Google
Good food but price much higher with less quantity of pizza topping. Conjested place to sit.,1,0,False,en-IN,Google
Need to improve hygiene and the rest is fine. I was looking for Jain options and it was a perfect fit for us,0,1,False,en-IN,Google
"Najafgarh main market / Best Market WEDNESDAY MARKET IS CLOSED Sasta or acha item milta hai like-suit, saadi, sale, fashion item, sports item Must visit here",1,1,True,en-IN,Google
Reasonable on Taste. Little expensive on pocket when in Service Section.,0,1,False,en-IN,Google
"Try Samosa and Dosa, you'll like it... Avoid other items with Average taste. Tried Masala Mirchi Bhaji and Onion Pakoda was not worth satisfactory.",0,0,True,en-IN,Google
Ground floor bar is worst First floor AC bar ok but no supplies at 11 am Limited Parking available,0,0,True,en-IN,Google
Good place for snacks and junk food and different variety of cakes available,1,1,True,en-IN,Google
Food is ok but main thing is he Charged me 5 % Extra on my Bill For UPI payment This is my first time in purnia Disgusting That's Why I i am Rating 2 Star only,0,0,True,en-IN,Google
"Whenever I visit a store, I encounter either an absent shopkeeper or missing items.",0,0,True,en-IN,Google
Food was average. The ambience was good tho! Had to wait almost half n hour for 3 simple cup of coffee which did n't arrive with our food! Was expecting better. Sanitization is total the zero in these tough times.,0,0,True,en-IN,Google
"The Orange Restaurant not only captivates with its citrus-themed ambiance but also excels in providing a pure veg dining experience. Combining vibrant decor with an exclusively vegetarian menu, it's an ideal choice for those seeking flavorful plant-based options served with a zest of creativity.",1,1,True,en-IN,Google
Place is good but they are not maintaining it all the dead leafs are laying around,1,0,False,en-IN,Google
"Although I only had a chicken roll, and it's too little to judge a restaurant, I feel a quick snack here, is nice. The paratha was properly cooked, the chicken pieces were plenty, however the sauce was watered down, so the taste suffered. Had they provided original sauce, the roll would have been awesome, but it only rose to good. I would like to try other dishes and provide a better review, hopefully!!",1,1,True,en-IN,Google
"Tasty food, very good restaurant... Improvement in restaurant ambiance will attract more food lovers.... Service is very good... Price of food is very reasonable... Cash and Google pay payment options available...",1,1,True,en-IN,Google
"Food was really awesome, quantity was also good but the service was late.. Hope next time the service will be on time.. Overall I loved the food And yes I would love to visit again",1,1,True,en-IN,Google
Really good veg North Indian food at really low prices. Seating is a little cramped but as expected for the area. Friendly service by all. Great to find Parantha here in Chennai.,1,1,True,en-IN,Google
Good taste and specially a budget friendly. just mixture of desi south relish north indian food,1,1,True,en-IN,Google
Well i have n't visit their yet but i have heard and also find out that restaurant has poor service...,0,0,True,en-IN,Google
there food are not so good but if you feel hungry then you can try this.,0,0,True,en-IN,Google
Better to order take away. Food tasted good but was a little spicy for my taste. Ordered Chicken 65 and Butter Chicken with Butter Naan. The place looked like it was being renovated.,1,1,True,en-IN,Google
The place is good but not the waiters.. They think they are too smart and charge extra on your bills and then wo n't accept if you rectify them.. It's the second time this happened..,0,0,True,en-IN,Google
I have tried Chilli Garlic noodles and Spring rolls. Both were amazing. I would like to request them to add schezwan sauce along with sring rolls. Also plz add veggies instead of noodles for stuffing. I am a happy customer,1,1,True,en-IN,Google
"Nice place to spend quality time with family or friends. A lot of space to walk around and amphitheatre is there. Play area for kids is very nice with different types of slides and swings as per age group. Restaurant is there with fast food to full meal on card, food quality is ok but service is poor and is little bit expensive as far as quality is concerned.",0,1,False,en-IN,Google
"The Utshav Bar in Howrah Kalibabur bazar offers a moderate experience for those seeking a place to relax and unwind. Here's a review of Utshav Bar: 1. Ambiance: The bar generally has a pleasant ambiance with comfortable seating arrangements. It provides a decent atmosphere for socializing and enjoying drinks with friends or colleagues. The lighting and decor create a relaxed setting. 2. Drink Selection: Utshav Bar offers a variety of alcoholic beverages, including a range of Whiskey, beers, and wines. While the selection may not be extensive compared to some upscale bars, it still offers enough choices to cater to different preferences. 3. Pricing: The pricing at Utshav Bar is generally reasonable and affordable. It is not overly expensive, making it suitable for those looking for a moderately priced drinking experience. You can enjoy your drinks without breaking the bank. 4. Service: The service at Utshav Bar is generally satisfactory. The staff is usually attentive and friendly, ensuring that customers are well taken care of. They are knowledgeable about the drink options and can provide recommendations if needed. Overall, Utshav Bar provides a moderate and enjoyable drinking experience. While it may not offer the same level of luxury or extensive drink selection as upscale bars, it is a suitable option for those seeking a relaxed and affordable place to enjoy drinks in Howrah.",1,1,True,en-IN,Google
Taste of food is good. All menu options available. Service is also quick. Ambition is good.,1,1,True,en-IN,Google
"Nice place consisting some historical and cultural artifacts situated in a really quiet area but, still need to improvise",1,1,True,en-IN,Google
"The food we ordered for dinner was normal jeera rice and dal tadka and paneer makhanwala. They were prepared with simplicity of home and tasted just like I d like it at home. Calming. Kind of the food that makes you happy and content. They can work better on their atmosphere as everything presently felt very gloomy. However well curated the articles may have been decorated, there seemed no particular fashion it followed and hence a poor interest in interior design. However the food again, I d like to recommend very strongly. Priced nominal and tastes and quality super.",0,1,False,en-IN,Google
Nice biryani. Good environment to eat. Overall it's ok for a good meal,1,1,True,en-IN,Google
"Its change in other name like this December 2020, Renovation in new concept and design at same place... Varieties of cake and stuff",1,1,True,en-IN,Google
"Nice place to hang out with friends, lush Green ambience, with both indoor and outdoor eating areas",1,1,True,en-IN,Google
Great Taste but its rate is really high. In Jagadhri i cam have 2 Naan in 40rs but here cheapest naan Starts from rs80 per naan,1,0,False,en-IN,Google
Very tasty food and quick service. Good place to go for a family dinner!!,1,1,True,en-IN,Google
"Good to have a brunch like snacks, small in quantity, chicken is good as usual but biriyani is bit chilly but souce is very delicious. Good ambiance and parking facility. I will prefer it for couple and friends.",1,1,True,en-IN,Google
Spicy food delicious Service I rated 3 There are no seating arrangements. Location is good,0,1,False,en-IN,Google
"Nest is quite a cosy cafe along with it quick service and inviting atmosphere, it a perfect place to hangout with friends. The star of the show is undoubtedly their chicken burger.",1,1,True,en-IN,Google
This an example where a new restaurant opens with a new item in the market. Huge crowd with few seating. I tried madurai bun porata. Of any one need to try something new this is a must try place.,1,1,True,en-IN,Google
"Food quality was good but ambience is too small. Staffs behavior is very good, staffs are maintain fully proper u like this biryani so, u can order through zomato or swiggy.",1,1,True,en-IN,Google
Good authentic food and the price follows. The rooms are quite spacious and well lit. The overall ambiance is pleasant and quiet to enjoy.,1,1,True,en-IN,Google
Nice food at reasonable price.... and full ambiance is student friendly. Staffs are good here and they are friendly. Come here for their special biryani.,1,1,True,en-IN,Google
Reseption boy not cooperative Gayatri madam doing a good job. Food and sweets is good. Car parking is not available at this hotel.,0,0,True,en-IN,Google
"Excellent location, right in the middle of Vizianagaram. I hope the walking area around it, which is under development, gets finished soon. It will look really great, once that is complete.",1,1,True,en-IN,Google
"As its in the middle of the city you must face some trafic and parking issue. Also they serving their best item "" Daal Pakwan "", "" Daal-Puri "" at jst 50 rs per plate and its enough for single person. Due to fare prices and fast service also crowd is there but their managment is to good. We had also tried Chinese rice.. it was also awesome in taste.",1,1,True,en-IN,Google
City view looks amazing from here. Britishers constructed it. Now it has gate and compound wall.,1,1,True,en-IN,Google
Good taste but prices are high,1,0,False,en-IN,Google
"The restaurant is only just beautiful to look at. The dishes they are serving on an average. The atmosphere and ambiance are just beautiful. They are arranged dining very properly and neatly maintained. But we expect much for serving food taste. They served their Special Mutton biryani, Talassery chicken biryani butter naan and Schezwan noodles. They told Thalassery biriyani, especially mutton biryani is their special but the biriyani is not like Thalassery style only giving normal biryani named Thalassery and the price put to plus GST( high price). It's actually 3 star restaurant pricing, but the restaurant is just an Multicusine not having a three star rating still. Mutton was overcooked and already lost its texture. Biriyani masal is also In a confused state. Schezwan Noodles was the worst one. Totally disappointed. If you're wishing to spend little time with your family or partner by having some food in addition just go for it and you will get a good ambience and a calm atmosphere. Or your priority is always "" Food Exploring "" I will not recommend this restaurant. I ca n't see the washing basin space there. They will provide a hot water pot for washing hands after finishing your food( personally I do n't like that culture always, mouth washing was not possible for me on that occasion). # Roadside parking space # Both Online UPI and Card payment are also available # Wheel chair accessibility not available",1,0,False,en-IN,Google
The shop is famous for his special chop taste which you will never forget.,1,1,True,en-IN,Google
"Good place for Charcoal Dosa, Lajavab Dosa is best, also tested Panner Masala, Plan Cheese Dosa, Cheese Masala Dosha and More. Recommended to visit one with Family and Friends.",1,1,True,en-IN,Google
"Taste, variety among food is good... But service is worst... No. Of staff is hardly 2-3, that too are naive. Do n't even know the basics of service....",0,0,True,en-IN,Google
"We enjoyed the stay a lot. Amazing rooms, the view is absolute winner. We had an amazing Kanchenjunga view right through our window. Attaching a snap of the view.",1,1,True,en-IN,Google
"improved drastically, the buffet is really good, however please improve your pasta, the rest of the food was * chef kiss *",1,1,True,en-IN,Google
Budget friendly hotel. The cleanliness is basic. Good for a quick stay. Ac rooms are on the first floor. There is no lift and need to use the stairs. The bed quality is very basic.,0,0,True,en-IN,Google
Jugadi Samosa! A best combination of trendy side sauces Bun samosa nicely grilled and mainly available on street! I am often visiting this place to have their regular item( My wife love it due to hot sauces). I must say Pocket friendly / Quick bite available at Khanderao market Vadodara! Must try item! Go ahead!,1,1,True,en-IN,Google
"Not so good room, poor hygiene standards. Food quality in restaurant below was very poor. 5 star for owners nature & support",0,0,True,en-IN,Google
Good place to eat at Srikakulam. Too crowded between 12-2pm after it'll be free. Try to visit this place after.,1,1,True,en-IN,Google
"Loved thier momos. We ordered paneer steam momos, chicken pan fried momos, mojito and a combo. The mojito was not to our liking which we did inform them. The service needs to be improved as there was some confusion in our order. Overall, it's a cosy place to hang out with friends. Would recommend.",1,1,True,en-IN,Google
"The taste was atleast better than most of the Bhojanalay near the Railway station. For much better taste you have to travel as far as atleast 6-8 kms from Bhopal Junction. The service was good, cleanliness was there, the owner( who was on the cash counter) was very nice guy, customer satisfaction according to place. Can try out this place an average budget friendly.",1,1,True,en-IN,Google
"It's not Original Tea day. Most of the items do not have stock mentioned in the menu. I ordered Plain Maggie and Lime soda. They did n't use Maggie, instead of that they used some other noodles. The taste was not good. I ordered lime soda but gave Lime juice in a small glass. Lime juice was good.",1,0,False,en-IN,Google
"Like the place,, but there is no any sitting arrangement... For eating Chairs and tables are required...",1,0,False,en-IN,Google
A very good place to have food. The food variety is great. The food quality and taste is also nice.,1,1,True,en-IN,Google
"Visited this place after many recommendations. Had Dal bafla thali, but more than Dal bafla, I liked the aaloo sabzi and kadhi. The sweet quality was average. In short good taste, poor service, and an average atmosphere. Missed to mention the generosity in ghee by staff, one meal exhausted my monthly Ghee quota.",1,1,True,en-IN,Google
"This is a very old restaurant in Barrackpore which is not only pocket and budget friendly, but also known for quality food especially South Indian foods. We ordered the combo of idli, bada, and Masala Dosa, a plain dosa and a plate of bada. As usual all the items were of excellent quality and real value for money.",1,1,True,en-IN,Google
"Loved Chai Chaska Bar! Great place for tea, coffee, and snacks. Cozy ambiance and friendly staff. It a great place to hang out with friends. Highly recommend!",0,1,False,en-IN,Google
"The pizza was fresly baked and delicious. Fast and prompt service. The place had a cozy and warm ambience. One star deducted because things like garlic bread and pasta were written in the menu, but not available. Also, do n't ask for beer. They just have pictures on the walls, not actual beer. Overall, I'd say the place is good enough, albeit a bit underrated. One can visit there for a date or hangout with friends.",1,1,True,en-IN,Google
What a delicious fried chicken peri peri popcorn.. i would rate Better than kfc for sure... A must visit once and u will be regular customer trust me,1,1,True,en-IN,Google
The place is nice and at the start of the highway. A good place to stop for a quick coffee or for snacks or for a light meal. Very spacious and good food available. Located in the ground floor with few steps to take you there. Ample parking available in front of the restaurant. Good place to visit with family and friends.,1,1,True,en-IN,Google
Tea flavour in several varieties and coffee also place to have chai in front of Salem-Bangalore bypass. Ice creams also available.,1,1,True,en-IN,Google
If you are a non vegetarian and you want buy something fresh chicken then you must have to go to hygiene chicken shop in BANDA. One of best clean non veg shop in BANDA,1,1,True,en-IN,Google
"Ratlam First Multiplex they one of the best Cinema in Ratlam. Interior design is good, Staff is good. Good sitting and Good Sound now available Dolby Only nagetive point is they not give offers and not reducing tickets price on weekdays as multiplex Chain. I requested to management Plz pay attention on this",0,1,False,en-IN,Google
"Had a fantastic experience at Rajyog Restaurant in Ahmednagar. The food was delicious, although found it slightly pricey. The interiors were beautifully designed and the restroom facilities were well-maintained. Plus, there's car parking outside, which made visit hassle-free. Highly recommended in Ahmednagar!!",1,1,True,en-IN,Google
"It is okay but not suitable for family, hang out is mostly student theater................. this is not a multiplex means it has 2 floors one for ground floor people and 1st floor is balcony............ old typical type theater.................. Great place to hung out with friends because the ticket are cheap as compare to pvr................... And most irritating thing that from a projector room a whole to wide from the required area........... that where projector rays come from............ a tubelight light also come-is far more irritating because what is the point of going to theater if you can not have darkness which watching the movie........................",0,0,True,en-IN,Google
"One of the best places in Shegaon for packed snacks, lots of variety from Haldiram available here. From sweet to spicy, cookies and cream rolls, sev, mixtures, mathri and exclusive burfi. If you are travelling back then these packed snacks from haldiram will help.",1,1,True,en-IN,Google
The experience became a questionable one when we were fined up to just because we checked out half an hour later than the normal checkout time. Very Disappointing actually.,0,0,True,en-IN,Google
"The place was absolutely stunning. I recommend everyone to come in this place if you visit Kashmir, anantnagh someday.... Surrounding was good... And the pizza "" Deluxe margrattea "", blueberry shake, and choco frappe was also good. But I do n't recommend anyone to have "" yuzu virgin mojito "" it's disgusting and totally waste of money... It tastes like someone has put masala in sprite... Totally yuck",0,1,False,en-IN,Google
Calm and quite place. You can view a clear sunset over The river of Ganga,1,1,True,en-IN,Google
"Not savji like taste, you will get only thali meals here.",0,0,True,en-IN,Google
"The service here was pretty prompt and the food was good as well. We ordered a Dal Makhani, Paneer tikka masala with naan and laccha Parathas. To our surprise, the size of the bread was very big. The laccha Paratha and Naan was huge as compared to other fine dines, which made us full with less number of breads, which was nice. The gravies tasted good as well. Overall a nice experience and it's a place worth going to.",1,1,True,en-IN,Google
Food is good and value for money. It is situated at the centre point of the market and temples. Mostly too crowded. They have two branches. One is near Sarangapani Kovil or opposite GRT jewellers. Another one is near Anandhas showroom. Both the places are too crowded.,1,1,True,en-IN,Google
Here you should go only for taste. The taste is next level ammma.. do n't expect richness Just order a take away. And njoy the food..,1,1,True,en-IN,Google
After renovation this theatre looks good. Space between seats is not enough. Reservation facility is not available. Theatre is in first floor. Price is not upto the mark as their service.,0,0,True,en-IN,Google
"We chose this restaurant while on the' Go' basis the reviews. Just under a couple of kms from the National Highway, totally an option if you want to dine in a fine restaurant. The food was too good, be it the starters or the main course. The service was pretty decent. The starters came in quick time but the main course took a while. This is a bar and restaurant and understandably, the milkshakes were not the best. They do have a pretty decent parking space and the facility, well maintained. The price is a bit expensive but it's justified considering the taste of the dishes.",1,1,True,en-IN,Google
The most delicious food and all types of drinks available to the visitors within a span of fraction of seconds...,1,1,True,en-IN,Google
"Nice Tea-coffee stall. You can get variety of snacks. food available like roti, sabji etc at night. Also ice cream available here.",1,1,True,en-IN,Google
Situated at the heart of the city. It has to do more to compete with Swad Cafe. Food is good. Good ambience.,1,1,True,en-IN,Google
Food is okay but very high waiting time. Most of the time their tandoor is not working.,0,0,True,en-IN,Google
"Yes it's amazingg.... Yes Service is a bit( quite) slow.. Fodd is amazing.. Lightings are properly managed.. Cheaper rates.. Noiseless.. But, A / C is not so powerful.. Billings and Order bookings will be managed on your table without being standing in a que.. Definitely recommsnd u to visit... Yes u can visit with your familiy, friends, as well as yourself alone tooo...",1,1,True,en-IN,Google
"Food would be okay and Poori will be good. Service is quick and as they are all young boys, instead of indulging in customers, they will be busy talking themselves. Its on a busy road so little dusty and busy.",0,0,True,en-IN,Google
It's cozy and dark and the non veg curry is not there when I went at 1 PM. Also the food is not upto the mark and the sweet and specials are being served like kids share. Very bad. But the taste is okay,0,0,True,en-IN,Google
As quality is maintained there is no competition for anandha sweets. Service of the service boys may be improved furthur. Some times they are reluctant to attend customers and they expect other boy nearby to encourage the customer.,0,0,True,en-IN,Google
I love this refreshment place because the price are fit to my pocket and the dishes are too good.,1,1,True,en-IN,Google
Everything is OK. Only parking problem.,1,1,True,en-IN,Google
"Definitely a place to go for good food in narsaraopeta. They service is fast, food is tasty and the items are priced reasonably. Only challenge there is to find car parking. You can park on sides of the roads near by.",1,1,True,en-IN,Google
"Not a very good experience but yes can try once.,",0,0,True,en-IN,Google
"The "" quintessential "" Mac n' Cheese tastes nothing like classic macaroni cheese. It's so sour! It's supposed to taste like cheese and nothing else. No spices, no sour cream or whatever you put it. Otherwise it is nt quintessential, it's just Indian Mac n' Cheese.",0,0,True,en-IN,Google
Food quality and ambience both are good. It would be better if they improve their services more promptly.,1,1,True,en-IN,Google
Samosa fry and pav bhajji tastes good. Too many flies going around in the evening and did feel a hygenic place. We requested bill and the owner was adamant and did n't provide one.,0,0,True,en-IN,Google
Old and best mobile shop in faizabad all major brand are available in store,1,1,True,en-IN,Google
Biryani over here is really good. Preparation is kind of Bengali Dum Biryani. Proper amount of moisture in the rice and the chicken pieces are really soft. More than enough quantity for a person in a full plate.,1,1,True,en-IN,Google
"Quality of rolls are so amazing and rolls taste really good, better then most of thr places near by. It's my favourite destination of Yamuna Nagar although space is not clean always( that's why 4 stars) but it's okay to sit there and eat",1,1,True,en-IN,Google
Burgers are very tasty But fries are so expensive and their quantity is so less Good experience for me,1,1,True,en-IN,Google
"Basanti Cabin in Serampore, Hooghly is a well-known eatery that has left its mark on the culinary scene. Here are some key details about this establishment: Cuisine: Basanti Cabin offers fast food and is known for its value-for-money offerings, good quality, and generous portions. Average Cost: You can expect to spend around 150 for two people here( approximately). Whether you craving a quick snack or a satisfying meal, Basanti Cabin has something to offer. Feel free to check out their menu and enjoy a delightful dining experience!",1,1,True,en-IN,Google
"Good place for Sev usal and other cuisine like Punjabi and take home service is good. It starts from and take orders up to pm. Good taste, loved the Sev usal.",1,1,True,en-IN,Google
"Was there for lunch, ordered chili paneer chetnad masala that was good in taste, but we ordered cindrella mocktail and mint rhythm in mocktails which were extremely sweet in taste and water based, not even cool enough, when we complain they just added more normal water in that and served us. Totally disappointed with this. Service is very slow so waiting time for table is normally 40-45 minutes in lunchor dinner time you want one time experience then go there otherwise better skip.",0,0,True,en-IN,Google
"Rice is ok,, mandi is tooo good, must taste it,, alfham chicken mandi is also too good,,,, do n't ever order mutton mandi whether it is fry or juicy, both are worst.",0,0,True,en-IN,Google
Nice place to have a party with friends.. food is great and also affordable.. 4 star as the interior is slightly boring according to me,1,1,True,en-IN,Google
"Decent theater, it's not very far from the main road. It's inside a street though. Do n't expect the snacks to be cheap. Parking is cheaper than anyone in Chennai.",0,1,False,en-IN,Google
Good bakery items available at reasonable prices..,1,1,True,en-IN,Google
Food is good But mangement is not proper and behaviour of staff is weird.,0,0,True,en-IN,Google
This is my first time with tandoori village and I found this place good in terms of food and taste. This is what we look for genuinely in a restaurant apart from that ambience is normal like a simple restaurant and bar. Out of 5 Food 4 Service 4 Ambience 3 Overall 4,1,1,True,en-IN,Google
"I had a great experience at Sudamache Pohe!.... They specialize in pohe, and my brother and I tried their "" Tari Pohe, "" "" Indori Pohe, "" and "" Sambhar Pohe. "" I highly recommend their "" Sambhar Pohe ""  a must-try for everyone! The flavors were fantastic and the service was excellent. Ca n't wait to go back for more!",1,1,True,en-IN,Google
"Last time I visited Agartala @ 2019, finding food was a challenge then. But now you will find so many hotels and restaurants here and there. But yesterday we found this restaurant named chutney. The ambiance was very good. Food tasted good enough. Their chutney special thali was amazing. I love their food and environment and also good service from the staff.",1,1,True,en-IN,Google
We here for custody movie... Theatre was osm... Sound good,1,1,True,en-IN,Google
Food acha hai must try ones and best thing every Friday and Wednesday buy one get one free hota hai,1,1,True,en-IN,Google
"After a very long waiting time we entered the restaurant and inside also there was little waiting time. Food that we ordered were-Bharwan Tangri, special mutton biryani Both the items were amazing. Noteworthy conclusions about this restaurant is that if you dine in rather than take away or online ordering, it is better. The food was hot, mutton pieces were juice, the kebab was well cooked.",1,1,True,en-IN,Google
""" Naam bade darshan chhote "", worst experience with this restuarant. First their staff have no sense to deal with customer, second ordered food( chhole) taste like a roadside tapri, third due to monsoon season there's lots of insects are coming on food, I received my order after 35 minutes even though there's no traffic! TWO STAR I AM ONLY GIVING FOR THEIR OUTSIDE STALL JALEBI. other there's zero star for the restaurant.",0,0,True,en-IN,Google
Good and tasty food even in low budget. Loving it,1,1,True,en-IN,Google
"For quick order good place. mainly fast food service like pizza and sandwich etc. But there is no restroom. You can get sitting space easily. it is not so expensive, also includes take away service. You may need to wait for 10 to 20 minutes for your order. it does n't have officially parking area. But at one time one or two cars can parked. Sufficient space for two vehicles parking.",1,1,True,en-IN,Google
Nice place.. The ambience is also good... Food is awesome here.... You should give a try... And I am sure you'll love starters..,1,1,True,en-IN,Google
Lunch Rush hour Wednesday Roasted Masala papad Green salad Steamed rice long grain basmati Jhal fish made from fresh rohu fish. Amazing taste. Soft tender fish with excellent scrumptious gravy Licked the bowl clean Mutton kassa Gravy was good but mutton was chewy and leathery. Could have been better if soft young meat was used in gravy. Decent amount Fresh lime soda rupees. Burnt a hole in pocket for the amount received although good Overall experience Again gon na come back for the Jhal fish curry,1,1,True,en-IN,Google
