text,label,prediction,is_correct,variety,source
We all enjoyed our night here. The staff were friendly and the food was good with generous servings. It has a really good warm and cosy atmosphere,1,1,True,en-AU,Google
Was a long time since visiting. Food is still as good.,1,1,True,en-AU,Google
Very pleasant way to spend a evening playing pool or bawls. One big issue is the ATM charging 10 per transaction! Please your own coins if you want to play pool!,1,0,False,en-AU,Google
Drove 25 minutes to pick up Takeaway when I got back to motel. The Pastas were dry. I ordered 3 different Pastas my granddaughter loves spaghetti bol she refused to eat it. It was that bad. And I ordered a penne Napolitana with chicken and chilli but there was no chicken or chilli. And the pesto pasta was average. For 104 including a garlic bread and 1can of drink it was n't worth the drive or the money.,0,0,True,en-AU,Google
I watched avatar 2 yesterday. Was disappointed in the sound. My atmos system at home sounds way more balanced. Was like they did n't have the sound on the amp high enough to drive the subs and center. The seats get incredibly uncomfortable over a long movie as they are worn out.,0,0,True,en-AU,Google
"Super busy place and great vibes. We had sicilian mussels, seafood pasta and red wine. Food was great, especially the pasta which came with abundant local seafoods. Mussels had some broken shells, which I accidentally chewed on too quickly. The toasted bread went very well with the delicious mussel sauce. Desert was sticky date pudding, yummy finish to the dinner. While waiting, we peeked at other tables and the pizzas looked like a popular item to order.",1,1,True,en-AU,Google
Great tasty coffee bigger size than regular would be even better,1,1,True,en-AU,Google
Slow cooked pork meat was dead chewy which is bit strange as we expected it to melt in mouth. The pad thai was chicken was very dry and the noodles was very sweet. Thai milk tea was damn sweet that in just one sip I had sugar hit so did n't even touch the tea.,0,0,True,en-AU,Google
"Ordered via menulog having had numerous times before. Flavours were good, however value for money was dreadful. Nearly 20 for special fried rice and the container was barely two thirds full. Duck in the roti dish had bone fragments in it. Crispy chicken in special sauce had barely a teaspoon of sauce. We paid 70 for 3 items to feed 2 people and we are still hungry. Very disappointed.",0,0,True,en-AU,Google
The bar area upstairs was great space for a social gathering for a number of people. Little bit different from average pub as it has two game areas for playing electronic golf which is great fun and also has some arcade games. Parking available outside but can be busy if there is a function on. Located not too far from main street of Caboolture.,1,1,True,en-AU,Google
"Manage to snatch a reservation for dinner at Season, it was a good meal. There was a good variety of cooked dishes and uncooked items for the bbq & hotpot. Items were pretty fresh and tasted good. Would recommend if you are super hungry and can devour a horse:",1,1,True,en-AU,Google
"Well priced & very tasty. We had the calamari & chips, fish & chips, onion rings & the mediterranean salad. The calamari were big & perfectly cooked, the chips were crunchy & the home made onions rings were the best I've ever had. The salad was OK, but a bit of a let down in quality compared the cooked food. Overall though it was very enjoyable & well priced. Basic tables & chairs available inside & on the footpath. Very busy place, but there are tables available by the beach across the road. Great views are a bonus",1,1,True,en-AU,Google
Great space for the kids to run around and enjoy themselves. Skate track is very good the kids had a great time.,1,1,True,en-AU,Google
"Pretty dissapointed in the food quality. Purchased a plain pie and sausage roll. Plain pie had no flavour, so bland. All I could taste was the pastry. I do n't think they make their own sausage rolls in house as if tasted as though it was brought from the supermarket, pastry was not flaky. Wo n't be coming back",0,0,True,en-AU,Google
"Long wait times, but the staff are polite. Lots of rubbish at the dine in area yet to be cleaned, but they are extremely understaffed for the amount of customers they're receiving daily. All of these problems could be fixed with extra staffing.",0,0,True,en-AU,Google
"Excellent city market. Great for any day, but certainly buzzing on a Saturday. Veges, coffee, cakes, and all kinds shopping. Also a nice eating area with 4 restaurants and common, but nice seating",1,1,True,en-AU,Google
"Nicely designed restaurant! Had the chicken satay skewers, pork pad see ew, and Thai beef salad. Would recommend the pad see ew, beautiful flavour and perfectly cooked pork. It great that you can choose the level of spice according to your spice tolerance also",1,1,True,en-AU,Google
"Good place for a cheaper meal especially if you join as a member. Make sure you know where to find it first. Its now called the Chill N Talk cafe and located within the Coffs Village complex. Easier to find then park. You need to ho into the village located behind the Coles Supermarket on Harbour Drive. Do n't expect to find a park do why not park in Coles underground car park. The Cafe is right around the back. It has both indoor and outdoor seating and often hosts groups such as The Coffs Harbour & District Motorcycle Restorers Club Good range of coffee, teas, juice, milkshakes and small eats like lime & lemon cheesecake, carrot cake, scones etc. They also serve meals which are freshly prepared. Helpful staff",1,1,True,en-AU,Google
"Really enjoyed my burger. Nice to find somewhere open for a snack at on a Tuesday night. My burger was delish, service was quick and it was pleasant sitting outside. Prob best burger I have had for a long time",1,1,True,en-AU,Google
"Chicken was dry not as expected, I been there several times but I did not like the chicken hopefully they will maintain their level, everything except chicken was fresh Coleslaw mix was fantastic, tabouli was refreshing and of course the garlic sauce. Will be coming soon next time.",1,1,True,en-AU,Google
"Great service, excellent personal and helpful staff. We had the dory fish, and the chicken and halloo me salad. Both were very delicious. Then the crpes were to die for! Not too sweet, but just perfect.",1,1,True,en-AU,Google
"Spicy Squid way too spicy  Hot food greasy and inedible. Disappointed that we were n't offered a replacement or refund  Phoned after getting home with our meal  We have ordered before and the food has been awesome  This time, the hot fried food not so ! We have had the spicy squid before but this time it was way way over spiced with the Chilli powder! Instant burn! The sushi and inari were lovely but the fried food was greasy and inedible. Something has changed with this place!",0,0,True,en-AU,Google
Very busy and so service was slow. Tasteful decor. Barramundi was fantastic. Beef cheeks equally good but needs more vegetables. be prepared it a tourist town and serves are small,1,1,True,en-AU,Google
"Thank goodness the great atmosphere and interesting staff & patrons distracted us from our long wait for food-which when it did finally arrive, was delicious! I am still dreaming about this pizza and smooth gnocchi. Ca n't wait to go back.",1,1,True,en-AU,Google
Great Location. Nice room with a beautiful view of the river. Helpful staff.,1,1,True,en-AU,Google
"Most of the food here is yummy, taste is authentic, not a typical asian restaurant where all the menu are the same, one of my favorite is the lamb cumin. They have member discount for specific time, but sadly only to mandarin speaker.",1,1,True,en-AU,Google
"Had amazing westernised lamb dish with chips and and coleslaw on the side. With a some sort black bean sauce or something or rather. Was feeling peckish after dinner devoured the meal so. Quick staff are nice and welcoming. A shame the chicken curry nasi lemak was gone, but too no fault of the restaurant.",1,1,True,en-AU,Google
"Good old KFC. A great alternative to the other fast food chains.. my personal favourite for the quality & quantity of food especially in the family meals,, which really does go a long way when you have multiple hungry children",1,1,True,en-AU,Google
"Arrived for our booking for 18 to find the table so hard against 2 sides it was impossible to get in or out from your seat after talking to the staff, no help was given so we adjusted the arrangement ourselves. The eftpos system is confusing as it requests a tip prior to taking your payment. Leaving some of our party being confronted at the table for not paying for drinks.( change your system and earn a tip). This would be impossible for the bald guy who seems to be the manager. He has zero personality does not understand hospitality and ca n't pour a beer. He single pours the beer over the top of the rim no head. They look flat and dead. When I asked for this to be rectified he emptied the glass partially out shook it and then aggressively refilled them. I did not accept this and asked for him to report them properly. He did do this but made it very clear he had the. Apart from that the food was tasty however the scales in the kitchen do not work for the advertised steak portion.",0,0,True,en-AU,Google
"Food was great. Just did n't like the sour service lady that I politely asked to wipe down the table. Apparently the previous patrons had just left before I occupied the table, but I was as polite and thankful as I could be.",0,1,False,en-AU,Google
"A small park with some nice views at one end. Seems quite popular for small wedding venues, and dogs are allowed here on leash.",1,1,True,en-AU,Google
"A peek at the Linda Jackson exhibition at Bathurst Regional Art Gallery proved a riotous exploration of colour, landscape inspiration and textiles. The exhibition was well hung and curated to show the link between nature and landscape, the paintings, and the resulting textiles. Staff were warm, welcoming and friendly. Would happily return.",1,1,True,en-AU,Google
"Excellent choice of quality pastries. I had the macadamia tart which was perfect. The steak and kidney pie was a below average experience, on the smallish side with a limp crust.",1,1,True,en-AU,Google
"Welcomed by employees at information desk. They explained it's tiny building, fair enough. I do n't have to book from website( I do n't want to) and it's ok to visit * walk in. Surprise it's free of charge. 2nd floor mostly information about the Opera House. There is lift for easy access. Toilets are clean, it's important for me. Anyway, good enough to see around and spend time near Circular Quay area.",1,1,True,en-AU,Google
"I ordered in this shop multiple times in the past mostly pickup orders. In the past I never had any issues, the food is delicious. This review is mainly because of the experience I had yesterday and the rude manager. Every time I order the bowl is always full. Yesterday it was literally less than half of the bowl. I made a complaint through the app and also called the shop. There was a lady who said she was the manager first but she was nice. She asked me to send the pics and I did. The next time I called another man picked up and he said he was the manager. He said this is the standard that they always offer and that he had a look at the camera and the pic I sent and he said that the correct portion!! I did mention that never been this less before and he simply would n't acknowledge it or offer any alternative solution. He was extremely rude and that something that not characteristic of a manager of a restaurant. I have attached the pic below and let you all see for yourself if it was fair! This pic was taken immediately after I opened it",0,0,True,en-AU,Google
"I liked the war memorial statues situated on the grounds. The park also has toilets, benches, a childhood centre, playground, phone box, and picnic tables.",1,1,True,en-AU,Google
"Best thing to find on a roadtrip with little kids. Amazing play area, decent food, fast service and clean facilities with change table.",1,1,True,en-AU,Google
"This is another lovely little Sri Lankan takeaway and dine in restaurant in Dandenong. Enjoyed the fried rice with chicken curry, polos curry and dhal. They also freshly make all sorts of filled buns, pan rolls and Sri Lankan breads. Very fresh and tasty food, friendly service and a great place for a quick lunch.",1,1,True,en-AU,Google
"Positives: First time going to this place today. Let me tell you, coming from a family of chefs this was delectable, the dine in meals came out fast, they were LARGE portions, and very good temperature. We ordered the flowered onion( fried and whole), we ordered the Louisiana chook both entrees. Then I had the parmigiana as my main with mash and veg. The mash and veg was perfectly cooked, though the mash tastes a little like packet mash. The sauce with the Louisiana chicken is a little spicy so if you ca n't tolerate a little spice the sauce is n't for you. But man oh man the crunch on the chook and the juicy chicken was incredible, was thoroughly enjoyable. The parmigiana was LARGE so much so I could n't finish it all. Great that they gave takeaways Negatives: The drink I ordered was the summer one in the mocktails section, tasted great only issue I really had was the lemon seeds in the drink, lucky the straws were n't big enough to suck them up otherwise we would had an issue trying to fish multiple seeds out of the drink. We loved the Louisiana chicken so much we ordered some to take away, sadly to our disappointment the portion sizes were very different, much smaller and not as crunchy still very tasty and very juicy just not the same portion sizes as dine in( specifically regarding our dining experience) We also ordered take away chocolate churro and fruit fondu. The Churros are Exquisite as far as crunch goes but there is little to no cinnamon sugar on it. But the lack of cinnamon sugar can be covered up by the chocolate sauce and fruit eaten together bite by bite. The sauce also tasted Store bought which is still tasted good to me but may not be to everyone liking. The flowered onion, leaves much to be desired for, I definitely would n't eat it by itself as it essentially just a whole onion fried up. The sauce was nice and it goes well with the main meal. Other: I must say they brought the mains out not long after we got our entrees which is okay. Just did n't really get time to savour the entrees. The serves seems a little all over the place but generally very welcoming and accomodating. Also Incase anyone wants to know they have the MCCS discounts( for marines) Over all my dining experience was fantastic. Just a little disappointed with the takeaway serving sizes. And the wait for takeaway was MUCH longer than the wait for the main meal. Taste for those specific meals( besides the onion and the lack of cinnamon sugar) was great. Will definitely bring my husband and other family here again:",1,1,True,en-AU,Google
"It is located in beautiful botanical gardens beside the broken River. It is free admission, and there is plenty of local artwork to view, plus a few famous artwork. Definitely worth a visit!",1,1,True,en-AU,Google
My daughter loves the finger buns from here. The rest of us love the bread. Drop in and I'm sure there would be something delicious to suite your taste buds.,1,1,True,en-AU,Google
"Had a plain hamburger and chips. Great price and tasty. Quick service, very friendly",1,1,True,en-AU,Google
Very interesting place. Need a bit of time to really look at it all and see how life was in the' good old days!' Good to see videos about the peanut industry. The staff were very friendly and helpful. Good place for tourists.,1,1,True,en-AU,Google
Great menu choices with lovely fresh tasty food and freshly made pasta. Great vibe here with friendly staff. Will look forward to coming back again to try out more from their wonderful menu.,1,1,True,en-AU,Google
There is one heated pool and one other pool that is for laps there both inside and one more outside that is massive but cold( in a good way) the food and drinks are expensive but there is a gym too that open but you have to pay. It cheap to go to the pool and the gym which is amazing!,1,1,True,en-AU,Google
"I reserved a table and made a special note when booking that it was for a birthday. They also advertise that you get a great seat and free chocolate etc. None of this was realized at all. We had the table right at the entrance, which was not a great place at all and there was no other attention to the birthday. Why do you promote this and yet 0 is implemented ? When the food arrived, we were disappointed once again. My partner ordered the steak medium rare and got a steak well done... in a steak restaurant you expect that the cooking levels should n't be a problem and that they know their way around. He had to give the meat back and I had to eat it once because otherwise it got cold. Great to celebrate a birthday in the restaurant and I ca n't even eat with my partner at the same time. Then his food arrived( when I had almost finished eating) and the meat was only cooked medium. absolute disappointment Dessert: when we got the dessert menu we had to wait over 20 minutes to be able to order. We then got fed up and got up and paid without ordering dessert. We've been to various steak restaurants all over the world, but we definitely would n't go to this one again. The food was ok, but there is definitely better!",0,0,True,en-AU,Google
"I really wanted this to be good because it's local, but was thoroughly disappointed. We ordered the family deal which is 85, added 2 X can of coke, the meal jumped to 97! 6 for a can of coke is outrageous. We paid and sat down to wait. The server then came to tell us the lasagna and lamb ragu were actually unavailable, not great to hear after we had already paid. So we both ordered the Bolognese. The Bolognese tasted like Heinz tinned spaghetti, definitely not restaurant quality. The terrible quality of the Hawaiian pizza speaks for itself, see the images. It did n't taste great, we did n't finish it. I gave 2 stars because the pizza al aglio was pretty good. All in all, would n't go back.",0,0,True,en-AU,Google
Chickens are average. Premises are not very clean. Salads are not the best. Woolies or Coles can also get you similar chicken for a better price.... Be careful about parking tickets in the vicinity.,0,0,True,en-AU,Google
Good place to read. Outside areas are pretty nice as well.,1,1,True,en-AU,Google
"Usually my experience at this HJ is great and some of the staff are really lovely. But todays experience is questionable at best. I was looking forward to getting the biscoff storm as a birthday treat but honestly I feel ripped off with how much they actually give you. I even asked for confirmation if it was usually that size( they said it was but I literally seen them bigger yesterday). Disappointing really. The staff on today were n't exactly rude, but they were n't that friendly either. It felt like they just wanted me out asap. While I do understand that it hard working Sunday afternoons, I also just did n't feel that great being served. That being said, I seen more than a couple really lovely staff and I always hope to see them around when I visit, but I just thought I voice my experience today ",0,0,True,en-AU,Google
Decided to try out Coffee Club one sunday morning with a friend for breakfast. Was not disappointed. The customer service was fantastic. The food and drinks was delicious. The view of Maggie Island was great.,1,1,True,en-AU,Google
"Pretty place, friendly staff. Some interesting art, but not a lot of it. Nice little stop after a walk I'm the park",1,1,True,en-AU,Google
Nice basic pub rooms. Cleaning not up to scratch in bathrooms. Also no soap / hand wash / shower gel provided.,0,0,True,en-AU,Google
"Coffee was great, and the ham cheese and tomato toastie was excellent. Just the right brownness, nice thick toast, ample fillings. One less star as table service is better when meeting with a friend. Feel bad when I need to leave them sitting alone to order for us. I feel like the rocket was probs unnecessary.",1,1,True,en-AU,Google
"Second time ordering from this place. I was happy with my first order so thought why not try their butter chicken which is something I usually order from other restaurants. Sauce and bread were good but there were only 5 small bite sized pieces of chicken. I payed 27 dollars( Uber, excl service / delivery) for this dish and it quite disappointing. Feels like I bought sauce and bread, not chicken. Called the owner to make sure it was n't a mistake. Was told 5 small pieces off the skewer was the standard. I shared feedback and said customers would probably be more happy with a bit more chicken and said many other restaurants serve a decent amount to which he said other restaurants are serving you the fat cuts off the chicken & that he does n't make his money from butter chicken anyway. If you not making money from butter chicken and do n't want to serve it properly then it time to remove it from the menu. Also, pretty sure I can tell the difference between fat trimmings and a piece of breast / thigh. You have people who would love to support you. It would be great if you were more open to customer feedback. After looking at the reviews I can see there are many who had this issue. 27 for mostly sauce and bread is not good enough. Wo nt be back as there are other places more generous with the serving. All the best.",0,0,True,en-AU,Google
This place used to do amazing Afghan naan. But now the quality and weight of naan has dropped. Naan has got smaller and middle of the naan is like paper with burns. This business is not operating in an ethical way since they have two lines for naan. One line of one pack and another line for more than one pack. Which is ridiculous cos line for more than one pack gets stagnant while one pack line moves since they serve only that line. They need to adopt a number serving system soon I think. Lot of fighting happening there during weekends. Hope the owners think about a better way soon before the council or police intervenes for a pack of naan,0,0,True,en-AU,Google
"Very nice crumbed barramundi and chips and a huge fair, service excellent and staff very friendly definitely recommend.",1,1,True,en-AU,Google
Good food and great service. We had brunch here. was n't too busy. Lovely atmosphere.,1,1,True,en-AU,Google
"An all day cafe with a fully licensed bar. Seems to serve a mixture of fusion dishes blending European and Asian influences. Tried the Big Hum Benny for breakfast-eggs Benedict on pulled Pork and a hash brown. Unfortunately the hash brown just fell apart, resulting in a plate of delicious mush. Staff seemed eager and attentive, perhaps a bit to much so.",0,0,True,en-AU,Google
Had 2 kebabs there one lamb and a chicken today. Both big and heaps of meat. Value for money. Best in Mitchellshire and surrounds and I'm sure I've tried em all.,1,1,True,en-AU,Google
Really great selection of baked goods! The Bischoff cheesecake was delicious-the texture of the pastry was great. We tried some pies and sausage rolls too and the pastry was beautiful-golden and flaky. Staff were friendly. Will come back and try more things!,1,1,True,en-AU,Google
"Ate here for lunch before a talk. Quick, convenient, efficient. Chose a tomato and lemon ricotta open sandwich which staff offered to add a second slice of bread and toast it. Did n't mention there'd be an additional 1 charge, but I expected that but would have preferred to be informed up front. Drinks were OK, and the brownie I had for dessert was quite tasty. Paperplate is n't as fancy as it's older brother' bookplate' upstairs, but I'll be eating here again for the quicker service.",1,1,True,en-AU,Google
We drove especially to visit a Cold Rock ice creamy and were not disappointed. The lady serving was very efficient and also friendly. The business has a great selection and a very large selection of add on. The chocolate add on were all quality and this added to the whole experience. Due to stupid restrictions we could not taste test We also could not sit inside but we're free to sit in the mall mixing with far more people.,1,1,True,en-AU,Google
"Super friendly and fast service, tasty food at a reasonable price. Courtyard out the back was pretty funky",1,1,True,en-AU,Google
"UPDATE: The food has really gone downhill over the last few months. Has there been a change in management ? We come regularly and have noticed it's gone from lovely fresh food to pre-cooked cafeteria style. Dry eggs and leathery bacon were obviously pre-ocoked and from a bain marie-if not, they were overcooked either way! Coffee is still good and the donuts, too But, generally the food has been not good. Very disappointing.",0,0,True,en-AU,Google
"Overall it's a nice restaurant for the area. The prices were a bit high, but the dishes were pretty good quality( in most cases, see below) Service was quite nice, no complaints there. Started with a very terrible kaarage chicken. The pieces of chicken were burnt and it was expensive( 9) Next waited over 30 min for a chirasi don, it was n't very busy. The chirasi don was fresh and tasted great, clearly the highlight. Finally had a shrimp roll. It was pretty good, but had a bit too much mayo for my tastes. This is just a preference thing. I'd be excited to try this place again!",1,1,True,en-AU,Google
"11 cheap Tuesday tickets, plenty of free parking. More reasonably priced food than the bigger chain cinemas.",1,1,True,en-AU,Google
Pizzas were barely cooked and the toppings were few and far between. Disappointing compared to other dominoes,0,0,True,en-AU,Google
"We visited Griffith in early Jan so a lot of restaurants were closed. Happy that this one was open as we really enjoyed our meal. Service was attentive and helpful. We had a couple of jumbo pizzas, salad and chips which was plenty for the 5 of us. Good that they do half half pizzas too so we could try a wider range. Kids had Margherita and Hawaiian, adults had a couple of the veggie pizza toppings. Thin and crispy style with not too much toppings and cheese, which is how we prefer our pizzas. Big servings and reasonable prices. Would definitely recommend this place although I know there are many other pizza options in the area which we have not tried.",1,1,True,en-AU,Google
"Food is good and conveinient to have for a quick lunch, I am from the central coast and I remember the Calvin chicken commercial on tv, WHO HAS THE TASTIEST CHICKENS AROUND then they would say CALVINS in a jingle they would sing",1,1,True,en-AU,Google
came here for dinner on a Thursday night. was greeted by friendly staff. the place looks brand new. it's the best pub in town by a long way. outstanding finish. steak was good. bar staff very friendly and great service.,1,1,True,en-AU,Google
"An institution on Hardware Lane specialising in Hanoiese-style Vietmanese pho boasting all natural ingredients, no MSG and a broth recipe that has remained unchanged for over 45yrs. Northern-Vietnamese pho is very different to their Southern counterparts-and I believe this place is as authentic as you'll get in the CBD. Both dishes had a rich and flavorful broth, perfectly cooked noodles, and a balance of fresh herbs and condiments. There are no bean sprouts because there are n't supposed to be bean sprouts.. that's a Southern thing! Northern pho is not complicated and has no frills. Be your own pilot and decide but in my opinion, Pho Thin nails it in the simplicity and for it to be MSG free makes it a clear broth winner! My only qualm is that the donut was n't the best one I've had-it needed to be crispier and not as dense.. And maybe a bigger serving for the size of the bowl of pho. Definitely order one per bowl.. it's not a sharing serving size at all!",1,1,True,en-AU,Google
Had a great experience here. Saturday is a set banquet of 7 courses which made it easy if you eat all things and are n't allergic to anything. Had no idea what to expect( as friend booked it) and was pleasantly impressed. We were so full by serving 5 could hardly move but each dish was carefully crafted and next to no wait time. All food was so fresh and really delicious. I would definitely recommend and try again. Fave was the XO snapper.. so great. The restaurant styling was also on point. Nice one team a great spot promoting Orange,1,1,True,en-AU,Google
Fantastic place-everywhere you look you find something funny or interesting on the walls-the drinks are large and strong-the place is super clean-the staff are great-we all raved about our food( the steak and shinty were great-the chicken carbonara was ok),1,1,True,en-AU,Google
Cute venue with lots of distinct areas to suit your mood. Steaks are great and served fast even though the place can be quite busy. Excellent Staff.,1,1,True,en-AU,Google
Domino outdoor eating area is always a bit of a mess with paper or rubbish around. On the delivery side of things service was fantastic with a courtesy call acknowledging our order is not forgotten. Food was to order & good temperature. Cost was super affordable including delivery. Staff were friendly & direct to subject.,1,1,True,en-AU,Google
